Integer,Entropy,PrimeDivisors,Cluster,ClusterName,UMAP1,UMAP2
1,13.287712379549442,0,2,Composite Crest,15.808157,24.478638
2,13.287712379549442,1,2,Composite Crest,15.8096895,24.47978
3,13.287712379549442,1,2,Composite Crest,15.811167,24.480852
4,13.287712379549442,1,2,Composite Crest,15.80787,24.47869
5,13.287712379549442,1,2,Composite Crest,15.802366,24.474
6,13.287712379549442,2,2,Composite Crest,15.797611,24.47032
7,13.287712379549442,1,2,Composite Crest,15.786591,24.461523
8,13.287712379549442,1,2,Composite Crest,15.78064,24.457663
9,13.287712379549442,1,2,Composite Crest,15.76899,24.447798
10,13.287712379549442,2,2,Composite Crest,15.772254,24.452196
11,13.287712379549442,1,2,Composite Crest,15.765166,24.448961
12,13.287712379549442,2,2,Composite Crest,15.733367,24.420946
13,13.287712379549442,1,2,Composite Crest,15.716119,24.407616
14,13.287712379549442,2,2,Composite Crest,15.703398,24.397884
15,13.287712379549442,2,2,Composite Crest,15.677109,24.376867
16,13.287712379549442,1,2,Composite Crest,15.655871,24.360584
17,13.287712379549442,1,2,Composite Crest,15.628517,24.338945
18,13.287712379549442,2,2,Composite Crest,15.60922,24.324444
19,13.287712379549442,1,2,Composite Crest,15.592785,24.312147
20,13.287712379549442,2,2,Composite Crest,15.561325,24.286858
21,13.287712379549442,2,2,Composite Crest,15.548445,24.278503
22,13.287712379549442,2,2,Composite Crest,15.50627,24.243023
23,13.287712379549442,1,2,Composite Crest,15.479362,24.222122
24,13.287712379549442,2,2,Composite Crest,15.457406,24.204165
25,13.287712379549442,1,2,Composite Crest,15.423736,24.175716
26,13.287712379549442,2,2,Composite Crest,15.393214,24.151625
27,13.287712379549442,1,2,Composite Crest,15.373409,24.134756
28,13.287712379549442,2,2,Composite Crest,15.37226,24.137558
29,13.287712379549442,1,2,Composite Crest,15.302804,24.071995
30,13.287712379549442,3,2,Composite Crest,15.298752,24.071907
31,13.287712379549442,1,2,Composite Crest,15.275437,24.04859
32,13.287712379549442,1,2,Composite Crest,15.249028,24.023186
33,13.287712379549442,2,2,Composite Crest,15.222671,23.998644
34,13.287712379549442,2,2,Composite Crest,15.193128,23.969862
35,13.287712379549442,2,2,Composite Crest,15.164718,23.93983
36,13.287712379549442,2,2,Composite Crest,15.13647,23.911453
37,13.287712379549442,1,2,Composite Crest,15.107697,23.879608
38,13.287712379549442,2,2,Composite Crest,15.07939,23.84997
39,13.287712379549442,2,2,Composite Crest,15.0484085,23.812632
40,13.287712379549442,2,2,Composite Crest,15.028389,23.791576
41,13.287712379549442,1,2,Composite Crest,14.999858,23.756348
42,13.287712379549442,3,2,Composite Crest,14.950851,23.69462
43,13.287712379549442,1,2,Composite Crest,14.929874,23.666704
44,13.287712379549442,2,2,Composite Crest,14.922466,23.654634
45,13.287712379549442,2,2,Composite Crest,14.897432,23.615297
46,13.287712379549442,2,2,Composite Crest,14.877536,23.582472
47,13.287712379549442,1,2,Composite Crest,14.859835,23.553102
48,13.287712379549442,2,2,Composite Crest,14.838793,23.517689
49,13.287712379549442,1,2,Composite Crest,14.824621,23.490807
50,13.287712379549442,2,2,Composite Crest,14.805676,23.455671
51,13.287712379549442,2,2,Composite Crest,14.799049,23.436563
52,13.287712379549442,2,2,Composite Crest,14.789524,23.419855
53,13.287712379549442,1,2,Composite Crest,14.781385,23.395666
54,13.287712379549442,2,2,Composite Crest,14.771196,23.35525
55,13.287712379549442,2,2,Composite Crest,14.764442,23.322811
56,13.287712379549442,2,2,Composite Crest,14.757395,23.289698
57,13.287712379549442,2,2,Composite Crest,14.749889,23.242779
58,13.287712379549442,2,2,Composite Crest,14.736215,23.21101
59,13.287712379549442,1,2,Composite Crest,14.758865,23.171055
60,13.287712379549442,3,2,Composite Crest,14.752264,23.142744
61,13.287712379549442,1,2,Composite Crest,14.755361,23.097052
62,13.287712379549442,2,2,Composite Crest,14.760691,23.09526
63,13.287712379549442,2,2,Composite Crest,14.772056,23.057423
64,13.287712379549442,1,2,Composite Crest,14.777558,23.033234
65,13.287712379549442,2,2,Composite Crest,14.785519,23.006937
66,13.287712379549442,3,2,Composite Crest,14.80023,22.969246
67,13.287712379549442,1,2,Composite Crest,14.810243,22.928158
68,13.287712379549442,2,2,Composite Crest,14.819766,22.908443
69,13.287712379549442,2,2,Composite Crest,14.824833,22.895601
70,13.287712379549442,3,2,Composite Crest,14.845921,22.85574
71,13.287712379549442,1,2,Composite Crest,14.8625765,22.82107
72,13.287712379549442,2,2,Composite Crest,14.881403,22.784765
73,13.287712379549442,1,2,Composite Crest,14.900355,22.748095
74,13.287712379549442,2,2,Composite Crest,14.928277,22.697168
75,13.287712379549442,2,2,Composite Crest,14.954985,22.649832
76,13.287712379549442,2,2,Composite Crest,14.96477,22.630236
77,13.287712379549442,2,2,Composite Crest,14.985597,22.595737
78,13.287712379549442,3,2,Composite Crest,15.009363,22.554783
79,13.287712379549442,1,2,Composite Crest,15.031015,22.519485
80,13.287712379549442,2,2,Composite Crest,15.067322,22.464474
81,13.287712379549442,1,2,Composite Crest,15.069865,22.447641
82,13.287712379549442,2,2,Composite Crest,15.076133,22.42946
83,13.287712379549442,1,2,Composite Crest,15.102695,22.39021
84,13.287712379549442,3,2,Composite Crest,15.132961,22.334324
85,13.287712379549442,2,2,Composite Crest,15.145067,22.310982
86,13.287712379549442,2,2,Composite Crest,15.153115,22.284672
87,13.287712379549442,2,2,Composite Crest,15.193584,22.224127
88,13.287712379549442,2,2,Composite Crest,15.210786,22.18874
89,13.287712379549442,1,2,Composite Crest,15.237734,22.136698
90,13.287712379549442,3,2,Composite Crest,15.257718,22.103537
91,13.287712379549442,2,2,Composite Crest,15.271658,22.072636
92,13.287712379549442,2,2,Composite Crest,15.301494,22.025204
93,13.287712379549442,2,2,Composite Crest,15.324053,21.972235
94,13.287712379549442,2,2,Composite Crest,15.33793,21.939167
95,13.287712379549442,2,2,Composite Crest,15.359795,21.895573
96,13.287712379549442,2,2,Composite Crest,15.376874,21.8534
97,13.287712379549442,1,2,Composite Crest,15.385783,21.818697
98,13.287712379549442,2,2,Composite Crest,15.412815,21.758158
99,13.287712379549442,2,2,Composite Crest,15.432549,21.70552
100,13.287712379549442,2,2,Composite Crest,15.435393,21.65493
101,13.287712379549442,1,2,Composite Crest,15.462239,21.6059
102,13.287712379549442,3,2,Composite Crest,15.488355,21.55921
103,13.287712379549442,1,2,Composite Crest,15.502585,21.488937
104,13.287712379549442,2,2,Composite Crest,15.530592,21.45823
105,13.287712379549442,3,2,Composite Crest,15.553017,21.407324
106,13.287712379549442,2,2,Composite Crest,15.575888,21.354607
107,13.287712379549442,1,2,Composite Crest,15.600742,21.308418
108,13.287712379549442,2,2,Composite Crest,15.625536,21.249302
109,13.287712379549442,1,2,Composite Crest,15.644459,21.198624
110,13.287712379549442,3,2,Composite Crest,15.663659,21.164791
111,13.287712379549442,2,2,Composite Crest,15.688326,21.116484
112,13.287712379549442,2,2,Composite Crest,15.713737,21.075443
113,13.287712379549442,1,2,Composite Crest,15.740762,21.029781
114,13.287712379549442,3,2,Composite Crest,15.7669525,20.98543
115,13.287712379549442,2,2,Composite Crest,15.788856,20.950994
116,13.287712379549442,2,2,Composite Crest,15.809428,20.914557
117,13.287712379549442,2,2,Composite Crest,15.848981,20.860077
118,13.287712379549442,2,2,Composite Crest,15.875327,20.823223
119,13.287712379549442,2,2,Composite Crest,15.905746,20.780819
120,13.287712379549442,3,2,Composite Crest,15.920416,20.76071
121,13.287712379549442,1,2,Composite Crest,15.957321,20.7133
122,13.287712379549442,2,2,Composite Crest,15.979687,20.67958
123,13.287712379549442,2,2,Composite Crest,16.020658,20.63477
124,13.287712379549442,2,2,Composite Crest,16.057714,20.59235
125,13.287712379549442,1,2,Composite Crest,16.094748,20.548138
126,13.287712379549442,3,2,Composite Crest,16.130041,20.50545
127,13.287712379549442,1,2,Composite Crest,16.17469,20.455591
128,13.287712379549442,1,2,Composite Crest,16.213732,20.410177
129,13.287712379549442,2,2,Composite Crest,16.237436,20.381874
130,13.287712379549442,3,2,Composite Crest,16.26951,20.34687
131,13.287712379549442,1,2,Composite Crest,16.300728,20.31195
132,13.287712379549442,3,2,Composite Crest,16.330383,20.2781
133,13.287712379549442,2,2,Composite Crest,16.350157,20.256304
134,13.287712379549442,2,2,Composite Crest,16.378498,20.224161
135,13.287712379549442,2,2,Composite Crest,16.407364,20.19447
136,13.287712379549442,2,2,Composite Crest,16.443293,20.156311
137,13.287712379549442,1,2,Composite Crest,16.488434,20.112032
138,13.287712379549442,3,2,Composite Crest,16.515,20.083357
139,13.287712379549442,1,2,Composite Crest,16.558357,20.041695
140,13.287712379549442,3,2,Composite Crest,16.59952,19.999945
141,13.287712379549442,2,2,Composite Crest,16.627975,19.973354
142,13.287712379549442,2,2,Composite Crest,16.66139,19.941708
143,13.287712379549442,2,2,Composite Crest,16.696596,19.909645
144,13.287712379549442,2,2,Composite Crest,16.735527,19.874708
145,13.287712379549442,2,2,Composite Crest,16.776075,19.838266
146,13.287712379549442,2,2,Composite Crest,16.811306,19.806242
147,13.287712379549442,2,2,Composite Crest,16.850353,19.771536
148,13.287712379549442,2,2,Composite Crest,16.902113,19.725908
149,13.287712379549442,1,2,Composite Crest,16.926424,19.704597
150,13.287712379549442,3,2,Composite Crest,16.979359,19.66154
151,13.287712379549442,1,2,Composite Crest,16.99417,19.650463
152,13.287712379549442,2,2,Composite Crest,17.02787,19.622932
153,13.287712379549442,2,2,Composite Crest,17.06018,19.597517
154,13.287712379549442,3,2,Composite Crest,17.093748,19.572777
155,13.287712379549442,2,2,Composite Crest,17.125652,19.550167
156,13.287712379549442,3,2,Composite Crest,17.147211,19.53238
157,13.287712379549442,1,2,Composite Crest,17.205276,19.490864
158,13.287712379549442,2,2,Composite Crest,17.237238,19.472908
159,13.287712379549442,2,2,Composite Crest,17.243725,19.469473
160,13.287712379549442,2,2,Composite Crest,17.303782,19.432318
161,13.287712379549442,2,2,Composite Crest,17.332758,19.415838
162,13.287712379549442,2,2,Composite Crest,17.380188,19.389519
163,13.287712379549442,1,2,Composite Crest,17.401175,19.380985
164,13.287712379549442,2,2,Composite Crest,17.437775,19.361343
165,13.287712379549442,3,2,Composite Crest,17.466755,19.350477
166,13.287712379549442,2,2,Composite Crest,17.520096,19.321335
167,13.287712379549442,1,2,Composite Crest,17.53183,19.324276
168,13.287712379549442,3,2,Composite Crest,17.561695,19.313948
169,13.287712379549442,1,2,Composite Crest,17.59099,19.304579
170,13.287712379549442,3,2,Composite Crest,17.615742,19.296219
171,13.287712379549442,2,2,Composite Crest,17.657797,19.287468
172,13.287712379549442,2,2,Composite Crest,17.696312,19.276707
173,13.287712379549442,1,2,Composite Crest,17.726402,19.272387
174,13.287712379549442,3,2,Composite Crest,17.783909,19.254484
175,13.287712379549442,2,2,Composite Crest,17.799023,19.259352
176,13.287712379549442,2,2,Composite Crest,17.82806,19.255484
177,13.287712379549442,2,2,Composite Crest,17.868223,19.252724
178,13.287712379549442,2,2,Composite Crest,17.903025,19.253525
179,13.287712379549442,1,2,Composite Crest,17.947042,19.254625
180,13.287712379549442,3,2,Composite Crest,17.99492,19.256985
181,13.287712379549442,1,2,Composite Crest,18.015095,19.257996
182,13.287712379549442,3,2,Composite Crest,18.063251,19.265327
183,13.287712379549442,2,2,Composite Crest,18.10403,19.270498
184,13.287712379549442,2,2,Composite Crest,18.14728,19.278215
185,13.287712379549442,2,2,Composite Crest,18.18174,19.285383
186,13.287712379549442,3,2,Composite Crest,18.219868,19.293583
187,13.287712379549442,2,2,Composite Crest,18.243675,19.298609
188,13.287712379549442,2,2,Composite Crest,18.287453,19.310768
189,13.287712379549442,2,2,Composite Crest,18.320972,19.322433
190,13.287712379549442,3,2,Composite Crest,18.351639,19.332636
191,13.287712379549442,1,2,Composite Crest,18.399355,19.348637
192,13.287712379549442,2,2,Composite Crest,18.444315,19.36685
193,13.287712379549442,1,2,Composite Crest,18.464924,19.377853
194,13.287712379549442,2,2,Composite Crest,18.504604,19.39168
195,13.287712379549442,3,2,Composite Crest,18.535975,19.403046
196,13.287712379549442,2,2,Composite Crest,18.567202,19.41643
197,13.287712379549442,1,2,Composite Crest,18.597935,19.430412
198,13.287712379549442,3,2,Composite Crest,18.63244,19.445875
199,13.287712379549442,1,2,Composite Crest,18.663425,19.462553
200,13.287712379549442,2,2,Composite Crest,18.692175,19.477926
201,13.287712379549442,2,2,Composite Crest,18.717785,19.492355
202,13.287712379549442,2,2,Composite Crest,18.75057,19.512938
203,13.287712379549442,2,2,Composite Crest,18.783741,19.532852
204,13.287712379549442,3,2,Composite Crest,18.809952,19.551493
205,13.287712379549442,2,2,Composite Crest,18.835709,19.57188
206,13.287712379549442,2,2,Composite Crest,18.866928,19.597815
207,13.287712379549442,2,2,Composite Crest,18.910303,19.635115
208,13.287712379549442,2,2,Composite Crest,18.931562,19.65344
209,13.287712379549442,2,2,Composite Crest,18.96008,19.679832
210,13.287712379549442,4,2,Composite Crest,18.99432,19.711931
211,13.287712379549442,1,2,Composite Crest,19.018023,19.740004
212,13.287712379549442,2,2,Composite Crest,19.047892,19.770964
213,13.287712379549442,2,2,Composite Crest,19.081413,19.809149
214,13.287712379549442,2,2,Composite Crest,19.086964,19.823635
215,13.287712379549442,2,2,Composite Crest,19.113798,19.858976
216,13.287712379549442,2,2,Composite Crest,19.126867,19.88243
217,13.287712379549442,2,2,Composite Crest,19.143463,19.914234
218,13.287712379549442,2,2,Composite Crest,19.148525,19.931448
219,13.287712379549442,2,2,Composite Crest,19.162401,19.963099
220,13.287712379549442,3,2,Composite Crest,19.191954,20.011366
221,13.287712379549442,2,2,Composite Crest,19.208931,20.046791
222,13.287712379549442,3,2,Composite Crest,19.222168,20.07332
223,13.287712379549442,1,2,Composite Crest,19.23869,20.126513
224,13.287712379549442,2,2,Composite Crest,19.25443,20.169125
225,13.287712379549442,2,2,Composite Crest,19.262363,20.206636
226,13.287712379549442,2,2,Composite Crest,19.271948,20.244324
227,13.287712379549442,1,2,Composite Crest,19.284307,20.28577
228,13.287712379549442,3,2,Composite Crest,19.283157,20.314753
229,13.287712379549442,1,2,Composite Crest,19.28441,20.335178
230,13.287712379549442,3,2,Composite Crest,19.286957,20.351864
231,13.287712379549442,3,2,Composite Crest,19.284634,20.390676
232,13.287712379549442,2,2,Composite Crest,19.281504,20.417667
233,13.287712379549442,1,2,Composite Crest,19.281528,20.437416
234,13.287712379549442,3,2,Composite Crest,19.276045,20.463898
235,13.287712379549442,2,2,Composite Crest,19.267742,20.492682
236,13.287712379549442,2,2,Composite Crest,19.255573,20.533258
237,13.287712379549442,2,2,Composite Crest,19.24165,20.579878
238,13.287712379549442,3,2,Composite Crest,19.226154,20.604067
239,13.287712379549442,1,2,Composite Crest,19.209465,20.63855
240,13.287712379549442,3,2,Composite Crest,19.189476,20.683657
241,13.287712379549442,1,2,Composite Crest,19.175127,20.707253
242,13.287712379549442,2,2,Composite Crest,19.148556,20.751188
243,13.287712379549442,1,2,Composite Crest,19.124382,20.792828
244,13.287712379549442,2,2,Composite Crest,19.09843,20.835264
245,13.287712379549442,2,2,Composite Crest,19.073095,20.872808
246,13.287712379549442,3,2,Composite Crest,19.051752,20.906149
247,13.287712379549442,2,2,Composite Crest,19.026299,20.937338
248,13.287712379549442,2,2,Composite Crest,18.980738,20.988436
249,13.287712379549442,2,2,Composite Crest,18.976763,21.000166
250,13.287712379549442,2,2,Composite Crest,18.95183,21.027664
251,13.287712379549442,1,2,Composite Crest,18.905157,21.078093
252,13.287712379549442,3,2,Composite Crest,18.882145,21.104187
253,13.287712379549442,2,2,Composite Crest,18.860807,21.12442
254,13.287712379549442,2,2,Composite Crest,18.822859,21.158344
255,13.287712379549442,3,2,Composite Crest,18.788605,21.189781
256,13.287712379549442,1,2,Composite Crest,18.756056,21.218443
257,13.287712379549442,1,2,Composite Crest,18.709217,21.258678
258,13.287712379549442,3,2,Composite Crest,18.684109,21.276104
259,13.287712379549442,2,2,Composite Crest,18.647924,21.304352
260,13.287712379549442,3,2,Composite Crest,18.61054,21.332964
261,13.287712379549442,2,2,Composite Crest,18.573503,21.356133
262,13.287712379549442,2,2,Composite Crest,18.548985,21.37185
263,13.287712379549442,1,2,Composite Crest,18.509277,21.39583
264,13.287712379549442,3,2,Composite Crest,18.47477,21.416458
265,13.287712379549442,2,2,Composite Crest,18.432867,21.442291
266,13.287712379549442,3,2,Composite Crest,18.39279,21.464962
267,13.287712379549442,2,2,Composite Crest,18.346403,21.491627
268,13.287712379549442,2,2,Composite Crest,18.308165,21.511488
269,13.287712379549442,1,2,Composite Crest,18.25082,21.54961
270,13.287712379549442,3,2,Composite Crest,18.225454,21.552797
271,13.287712379549442,1,2,Composite Crest,18.18847,21.568941
272,13.287712379549442,2,2,Composite Crest,18.15074,21.58539
273,13.287712379549442,3,2,Composite Crest,18.112362,21.598465
274,13.287712379549442,2,2,Composite Crest,18.058996,21.62277
275,13.287712379549442,2,2,Composite Crest,18.019756,21.638357
276,13.287712379549442,3,2,Composite Crest,17.969753,21.6579
277,13.287712379549442,1,2,Composite Crest,17.924131,21.672497
278,13.287712379549442,2,2,Composite Crest,17.8733,21.691591
279,13.287712379549442,2,2,Composite Crest,17.841822,21.700048
280,13.287712379549442,3,2,Composite Crest,17.783133,21.716515
281,13.287712379549442,1,2,Composite Crest,17.734482,21.729856
282,13.287712379549442,3,2,Composite Crest,17.68359,21.74274
283,13.287712379549442,1,2,Composite Crest,17.63207,21.755869
284,13.287712379549442,2,2,Composite Crest,17.584808,21.765608
285,13.287712379549442,3,2,Composite Crest,17.537111,21.775217
286,13.287712379549442,3,2,Composite Crest,17.467546,21.791954
287,13.287712379549442,2,2,Composite Crest,17.446175,21.79013
288,13.287712379549442,2,2,Composite Crest,17.40694,21.794683
289,13.287712379549442,1,2,Composite Crest,17.362677,21.797958
290,13.287712379549442,3,2,Composite Crest,17.30449,21.804092
291,13.287712379549442,2,2,Composite Crest,17.275389,21.803106
292,13.287712379549442,2,2,Composite Crest,17.231314,21.80422
293,13.287712379549442,1,2,Composite Crest,17.159773,21.812622
294,13.287712379549442,3,2,Composite Crest,17.154457,21.804705
295,13.287712379549442,2,2,Composite Crest,17.091614,21.804626
296,13.287712379549442,2,2,Composite Crest,17.044344,21.797104
297,13.287712379549442,2,2,Composite Crest,17.012108,21.797562
298,13.287712379549442,2,2,Composite Crest,16.96806,21.794346
299,13.287712379549442,2,2,Composite Crest,16.937828,21.792454
300,13.287712379549442,3,2,Composite Crest,16.881916,21.789015
301,13.287712379549442,2,2,Composite Crest,16.829239,21.785778
302,13.287712379549442,2,2,Composite Crest,16.795563,21.782465
303,13.287712379549442,2,2,Composite Crest,16.748005,21.781622
304,13.287712379549442,2,2,Composite Crest,16.69566,21.775217
305,13.287712379549442,2,2,Composite Crest,16.645046,21.770193
306,13.287712379549442,3,2,Composite Crest,16.597176,21.766415
307,13.287712379549442,1,2,Composite Crest,16.544497,21.760168
308,13.287712379549442,3,2,Composite Crest,16.502312,21.756035
309,13.287712379549442,2,2,Composite Crest,16.435701,21.747534
310,13.287712379549442,3,2,Composite Crest,16.37806,21.739735
311,13.287712379549442,1,2,Composite Crest,16.31925,21.735094
312,13.287712379549442,3,2,Composite Crest,16.24655,21.722048
313,13.287712379549442,1,2,Composite Crest,16.20292,21.720888
314,13.287712379549442,2,2,Composite Crest,16.143595,21.712404
315,13.287712379549442,3,2,Composite Crest,16.093243,21.706095
316,13.287712379549442,2,2,Composite Crest,16.018064,21.695072
317,13.287712379549442,1,2,Composite Crest,15.981261,21.691048
318,13.287712379549442,3,2,Composite Crest,15.913712,21.684048
319,13.287712379549442,2,2,Composite Crest,15.85449,21.675173
320,13.287712379549442,2,2,Composite Crest,15.801311,21.671925
321,13.287712379549442,2,2,Composite Crest,15.718809,21.662943
322,13.287712379549442,3,2,Composite Crest,15.677156,21.668907
323,13.287712379549442,2,2,Composite Crest,15.620236,21.654121
324,13.287712379549442,2,2,Composite Crest,15.52848,21.640911
325,13.287712379549442,2,2,Composite Crest,15.436654,21.622128
326,13.287712379549442,2,2,Composite Crest,15.366034,21.616598
327,13.287712379549442,2,2,Composite Crest,15.267044,21.595772
328,13.287712379549442,2,2,Composite Crest,15.182755,21.574148
329,13.287712379549442,2,2,Composite Crest,15.113812,21.574444
330,13.287712379549442,4,2,Composite Crest,15.023059,21.570229
331,13.287712379549442,1,2,Composite Crest,14.965771,21.57026
332,13.287712379549442,2,2,Composite Crest,14.895535,21.568726
333,13.287712379549442,2,2,Composite Crest,14.823605,21.562508
334,13.287712379549442,2,2,Composite Crest,14.776238,21.562489
335,13.287712379549442,2,2,Composite Crest,14.703234,21.562185
336,13.287712379549442,3,2,Composite Crest,14.636492,21.559671
337,13.287712379549442,1,2,Composite Crest,14.581533,21.563627
338,13.287712379549442,2,2,Composite Crest,14.5153475,21.565325
339,13.287712379549442,2,2,Composite Crest,14.452083,21.5696
340,13.287712379549442,3,2,Composite Crest,14.377994,21.573833
341,13.287712379549442,2,2,Composite Crest,14.297109,21.580202
342,13.287712379549442,3,2,Composite Crest,14.242351,21.582516
343,13.287712379549442,1,2,Composite Crest,14.193054,21.590008
344,13.287712379549442,2,2,Composite Crest,14.129474,21.595419
345,13.287712379549442,3,2,Composite Crest,14.076258,21.60164
346,13.287712379549442,2,2,Composite Crest,14.018763,21.60751
347,13.287712379549442,1,2,Composite Crest,13.985662,21.61138
348,13.287712379549442,3,2,Composite Crest,13.922292,21.618486
349,13.287712379549442,1,2,Composite Crest,13.868759,21.624245
350,13.287712379549442,3,2,Composite Crest,13.818483,21.63221
351,13.287712379549442,2,2,Composite Crest,13.765838,21.638155
352,13.287712379549442,2,2,Composite Crest,13.728689,21.642914
353,13.287712379549442,1,2,Composite Crest,13.658399,21.652786
354,13.287712379549442,3,2,Composite Crest,13.605016,21.660435
355,13.287712379549442,2,2,Composite Crest,13.564312,21.664392
356,13.287712379549442,2,2,Composite Crest,13.488083,21.676527
357,13.287712379549442,3,2,Composite Crest,13.4247055,21.687105
358,13.287712379549442,2,2,Composite Crest,13.383763,21.693167
359,13.287712379549442,1,2,Composite Crest,13.316949,21.703339
360,13.287712379549442,3,2,Composite Crest,13.264417,21.710634
361,13.287712379549442,1,2,Composite Crest,13.212431,21.71838
362,13.287712379549442,2,2,Composite Crest,13.14687,21.728533
363,13.287712379549442,2,2,Composite Crest,13.1071825,21.73482
364,13.287712379549442,3,2,Composite Crest,13.048479,21.743542
365,13.287712379549442,2,2,Composite Crest,12.996689,21.751667
366,13.287712379549442,3,2,Composite Crest,12.974538,21.755346
367,13.287712379549442,1,2,Composite Crest,12.916172,21.763594
368,13.287712379549442,2,2,Composite Crest,12.8752365,21.768997
369,13.287712379549442,2,2,Composite Crest,12.800455,21.792633
370,13.287712379549442,3,2,Composite Crest,12.767572,21.785425
371,13.287712379549442,2,2,Composite Crest,12.70745,21.793133
372,13.287712379549442,3,2,Composite Crest,12.669511,21.797916
373,13.287712379549442,1,2,Composite Crest,12.624553,21.803606
374,13.287712379549442,3,2,Composite Crest,12.583594,21.807774
375,13.287712379549442,2,2,Composite Crest,12.535924,21.813084
376,13.287712379549442,2,2,Composite Crest,12.492754,21.81777
377,13.287712379549442,2,2,Composite Crest,12.450328,21.82319
378,13.287712379549442,3,2,Composite Crest,12.428814,21.823559
379,13.287712379549442,1,2,Composite Crest,12.365787,21.82958
380,13.287712379549442,3,2,Composite Crest,12.324446,21.832846
381,13.287712379549442,2,2,Composite Crest,12.284703,21.83584
382,13.287712379549442,2,2,Composite Crest,12.242625,21.837696
383,13.287712379549442,1,2,Composite Crest,12.2112875,21.83821
384,13.287712379549442,2,2,Composite Crest,12.15831,21.841751
385,13.287712379549442,3,2,Composite Crest,12.113484,21.843428
386,13.287712379549442,2,2,Composite Crest,12.067374,21.844212
387,13.287712379549442,2,2,Composite Crest,12.040175,21.845383
388,13.287712379549442,2,2,Composite Crest,11.959373,21.84183
389,13.287712379549442,1,2,Composite Crest,11.926473,21.84341
390,13.287712379549442,4,2,Composite Crest,11.88195,21.841724
391,13.287712379549442,2,2,Composite Crest,11.836304,21.83988
392,13.287712379549442,2,2,Composite Crest,11.788682,21.836357
393,13.287712379549442,2,2,Composite Crest,11.739916,21.833546
394,13.287712379549442,2,2,Composite Crest,11.707704,21.829496
395,13.287712379549442,2,2,Composite Crest,11.665003,21.824585
396,13.287712379549442,3,2,Composite Crest,11.624731,21.819445
397,13.287712379549442,1,2,Composite Crest,11.581858,21.814356
398,13.287712379549442,2,2,Composite Crest,11.544378,21.810112
399,13.287712379549442,3,2,Composite Crest,11.502292,21.80316
400,13.287712379549442,2,2,Composite Crest,11.46111,21.797283
401,13.287712379549442,1,2,Composite Crest,11.410931,21.790396
402,13.287712379549442,3,2,Composite Crest,11.386003,21.786512
403,13.287712379549442,2,2,Composite Crest,11.34226,21.779104
404,13.287712379549442,2,2,Composite Crest,11.303925,21.771118
405,13.287712379549442,2,2,Composite Crest,11.2693405,21.764174
406,13.287712379549442,3,2,Composite Crest,11.215778,21.748888
407,13.287712379549442,2,2,Composite Crest,11.175847,21.741274
408,13.287712379549442,3,2,Composite Crest,11.137359,21.726936
409,13.287712379549442,1,2,Composite Crest,11.081346,21.706411
410,13.287712379549442,3,2,Composite Crest,11.044145,21.691925
411,13.287712379549442,2,2,Composite Crest,11.004345,21.675703
412,13.287712379549442,2,2,Composite Crest,10.951455,21.653425
413,13.287712379549442,2,2,Composite Crest,10.925123,21.641058
414,13.287712379549442,3,2,Composite Crest,10.886123,21.62253
415,13.287712379549442,2,2,Composite Crest,10.848372,21.604538
416,13.287712379549442,2,2,Composite Crest,10.812894,21.587252
417,13.287712379549442,2,2,Composite Crest,10.759932,21.560158
418,13.287712379549442,3,2,Composite Crest,10.747806,21.555017
419,13.287712379549442,1,2,Composite Crest,10.708271,21.529882
420,13.287712379549442,4,2,Composite Crest,10.669457,21.506739
421,13.287712379549442,1,2,Composite Crest,10.635308,21.487038
422,13.287712379549442,2,2,Composite Crest,10.591029,21.45718
423,13.287712379549442,2,2,Composite Crest,10.561961,21.439102
424,13.287712379549442,2,2,Composite Crest,10.532481,21.418882
425,13.287712379549442,2,2,Composite Crest,10.498276,21.39626
426,13.287712379549442,3,2,Composite Crest,10.454003,21.361544
427,13.287712379549442,2,2,Composite Crest,10.422264,21.339077
428,13.287712379549442,2,2,Composite Crest,10.413403,21.337849
429,13.287712379549442,3,2,Composite Crest,10.376157,21.309069
430,13.287712379549442,3,2,Composite Crest,10.342063,21.27991
431,13.287712379549442,1,2,Composite Crest,10.301586,21.245302
432,13.287712379549442,2,2,Composite Crest,10.277993,21.222658
433,13.287712379549442,1,2,Composite Crest,10.244402,21.191078
434,13.287712379549442,3,2,Composite Crest,10.222627,21.16844
435,13.287712379549442,3,2,Composite Crest,10.19474,21.140461
436,13.287712379549442,2,2,Composite Crest,10.177064,21.121645
437,13.287712379549442,2,2,Composite Crest,10.160211,21.097235
438,13.287712379549442,3,2,Composite Crest,10.116299,21.047539
439,13.287712379549442,1,2,Composite Crest,10.094062,21.02269
440,13.287712379549442,3,2,Composite Crest,10.033943,20.950298
441,13.287712379549442,2,2,Composite Crest,10.033095,20.940544
442,13.287712379549442,3,2,Composite Crest,10.011067,20.904993
443,13.287712379549442,1,2,Composite Crest,9.984791,20.860636
444,13.287712379549442,3,2,Composite Crest,9.972266,20.835796
445,13.287712379549442,2,2,Composite Crest,9.956738,20.803179
446,13.287712379549442,2,2,Composite Crest,9.939191,20.764538
447,13.287712379549442,2,2,Composite Crest,9.925822,20.730976
448,13.287712379549442,2,2,Composite Crest,9.909542,20.684887
449,13.287712379549442,1,2,Composite Crest,9.901567,20.652699
450,13.287712379549442,3,2,Composite Crest,9.890782,20.609838
